"intBiotaAssociateID","intBiotaID","tintAssocType","intAssocBiotaID","vchrAssocBiotaText","vchrRelationForward","vchrRelationReverse","intRefID","vchrRefPage","bitUncertain","txtNotes","GUID"
"5534","88995","0","84371","","is a synonym of","has synonym","","","False","","{5F7EA760-EE06-4988-9A80-2B74CBB2AC10}"
"4170","75640","0","75637","","is a synonym of","has synonym","","","False","","{3993E13E-0DEA-4B72-872C-83E1A6ECD1D5}"
"4179","75654","0","62492","","has synonym","is a synonym of","","","False","","{C3280C91-051F-4920-88C9-6BC21386AF9B}"
"4180","62492","0","75654","","is a synonym of","has synonym","","","False","","{56ECA1F5-2D66-4358-B466-A9483D1DB9E6}"
"4181","75654","0","73337","","has synonym","is a synonym of","","","False","","{27F729F4-00F6-4D85-ADB1-6380D7C561B1}"
"4182","73337","0","75654","","is a synonym of","has synonym","","","False","","{ED33E65C-0865-414F-9495-69619FA1E376}"
"4187","75745","0","65588","","has synonym","is a synonym of","","","False","","{644EF57F-F2C2-4CC9-BBA6-FD310F3CCE6E}"
"4188","65588","0","75745","","is a synonym of","has synonym","","","False","","{9CF230BD-04A8-41AC-971B-D655F43F4F98}"
"4189","75745","0","78024","","has synonym","is a synonym of","","","False","","{8202EE11-C15F-4F20-A26F-362D4A4F8C32}"
"4190","78024","0","75745","","is a synonym of","has synonym","","","False","","{94EAC37F-614B-4EF0-A525-9166D2F67D46}"
"4197","75772","0","60673","","has synonym","is a synonym of","","","False","","{70FE4899-877D-4AC3-9743-ADCCE6B098E5}"
"4198","60673","0","75772","","is a synonym of","has synonym","","","False","","{B254A043-ACA2-481E-B3C0-0CE287A7D878}"
"4205","75852","0","57504","","has synonym","is a synonym of","","","False","","{AC409ADF-83DF-4F99-A1D1-7E099B7DA12E}"
"4206","57504","0","75852","","is a synonym of","has synonym","","","False","","{518CF528-91CC-4433-B2A1-92213AB07E75}"
"4207","75853","0","57502","","has synonym","is a synonym of","","","False","","{B659BA1B-FEB0-472A-85D9-4E2C083EDB23}"
"4212","76681","0","75873","","is a synonym of","has synonym","","","False","","{371F9AA6-FF10-4C80-B1D3-08D5E711D9A9}"
"4213","75899","0","70313","","has synonym","is a synonym of","","","False","","{40CD1E03-3BB5-48D7-A124-2D33B476B810}"
"4214","70313","0","75899","","is a synonym of","has synonym","","","False","","{CCED54AB-837D-4E16-A79B-95280C2A349D}"
"4215","75901","0","59261","","has synonym","is a synonym of","","","False","","{556196E9-049B-46F7-9DE0-122B302B430B}"
"4220","59629","0","75974","","is a synonym of","has synonym","","","False","","{C7A6CFB7-B46A-4AF9-90F9-60850F827229}"
"4245","76216","0","76270","","has synonym","is a synonym of","","","False","","{877CC258-91FC-44B6-96BF-1172918B95C6}"
"4246","76270","0","76216","","is a synonym of","has synonym","","","False","","{7456B55A-52FA-4ADD-BFD3-0FB8E3BF7716}"
"4254","76269","0","76258","","is a synonym of","has synonym","","","False","","{E1B1520F-AA94-4B58-82EA-07DD353D01C1}"
"4257","76289","0","54665","","has synonym","is a synonym of","","","False","","{F790D478-B6C0-4BAD-8444-2E6B6D61D32B}"
"4262","76291","0","76289","","is a synonym of","has synonym","","","False","","{28AC7449-E9F2-41DB-A3E7-D34739D86731}"
"4263","76289","0","76292","","has synonym","is a synonym of","","","False","","{8E394DEB-BB51-4FC7-9006-54F5C8CA8725}"
"4264","76292","0","76289","","is a synonym of","has synonym","","","False","","{C3B9FA16-F383-49D7-BE01-F074E75D8AAD}"
"4265","76289","0","76293","","has synonym","is a synonym of","","","False","","{BC6C7A9F-156A-4AF8-9E81-60539FDFD677}"
"4270","76320","0","76316","","is a synonym of","has synonym","","","False","","{218CCD24-7DC6-428C-A351-636D73998450}"
"4271","76323","0","76322","","has synonym","is a synonym of","","","False","","{45D57FED-90DC-47C8-95A6-B2D24891B1AD}"
"4272","76322","0","76323","","is a synonym of","has synonym","","","False","","{E230842D-BC4E-46EA-A21B-FDBF083480E4}"
"4273","76325","0","59925","","has synonym","is a synonym of","","","False","","{161878DC-E974-4E33-A34F-0CE3A861A02C}"
"4274","59925","0","76325","","is a synonym of","has synonym","","","False","","{8D91E34B-62AA-4CF1-8FBF-9B1906F7A18F}"
"4282","76337","0","76349","","is a synonym of","has synonym","","","False","","{0312CF57-E9E4-458A-8B88-0A09CE8E3265}"
"4288","76348","0","76349","","is a synonym of","has synonym","","","False","","{A23CF502-1955-4665-8D30-9E26546169CC}"
"4036","75132","0","75131","","is a synonym of","has synonym","","","False","","{F918C269-5213-446A-A767-781B77680818}"
"4039","75154","0","53001","","has synonym","is a synonym of","","","False","","{39553904-E0C9-4612-8762-B1D08388688D}"
"4040","53001","0","75154","","is a synonym of","has synonym","","","False","","{1A8CE22E-143B-4191-862F-836694E505DC}"
"4065","75270","0","55416","","has synonym","is a synonym of","","","False","","{2C961801-0493-47C7-A40C-6DF0FBDE9B81}"
"4087","75373","0","62558","","has synonym","is a synonym of","","","False","","{340593CE-9347-40B1-BD68-660D12ED130F}"
"4088","62558","0","75373","","is a synonym of","has synonym","","","False","","{29230EAF-4224-47C8-B195-243BA49C077A}"
"4156","71574","0","75622","","is a synonym of","has synonym","","","False","","{CE682F1B-8D16-4556-B9C5-B9A9FED1E6D3}"
"4357","76492","0","76491","","has synonym","is a synonym of","","","False","","{77B6DE6F-9835-4949-B0AF-61E25F21E08E}"
"4365","76603","0","76604","","has synonym","is a synonym of","","","False","","{FF2C886B-6CD8-4B1F-B03E-3722E0014740}"
"4366","76604","0","76603","","is a synonym of","has synonym","","","False","","{3D6C2CA0-7C89-4B45-9A89-4144E6BF3221}"
"4371","76641","0","76642","","has synonym","is a synonym of","","","False","","{F610D9EA-A372-44D6-85DA-7C3B6F8BF938}"
"4379","76650","0","76652","","has synonym","is a synonym of","","","False","","{9CFAE427-0C20-4224-8026-A0C966D90249}"
"4380","76652","0","76650","","is a synonym of","has synonym","","","False","","{322096DA-5BAC-41CB-8D54-66B9A5418778}"
"4381","76651","0","72582","","has synonym","is a synonym of","","","False","","{13526AF2-CF3D-4B51-8083-D33B39651144}"
"4382","72582","0","76651","","is a synonym of","has synonym","","","False","","{912BDD68-200B-45BE-8B1B-91F248AD5BE7}"
"4390","60682","0","76666","","is a synonym of","has synonym","","","False","","{6671AD6B-7812-4958-A9ED-AC651B0B0A9D}"
"4404","76688","0","76686","","is a synonym of","has synonym","","","False","","{658AF9DE-5FCD-4EA6-B84C-4E43D745B896}"
"4405","76686","0","76689","","has synonym","is a synonym of","","","False","","{2AD257E4-907E-4FFD-AFE5-8C26A8406DFA}"
"4406","76689","0","76686","","is a synonym of","has synonym","","","False","","{7F42E489-0203-4F25-8B95-D68328959F8D}"
"4407","76690","0","59414","","has synonym","is a synonym of","","","False","","{5CCE3974-7B2B-43EB-AC04-6A34B585C53F}"
"4430","76732","0","76734","","is a synonym of","has synonym","","","False","","{7D06E991-C15F-4D63-AD7A-952F2716D519}"
"4432","77606","0","76741","","is a synonym of","has synonym","","","False","","{CB3AB08E-A2D4-4388-9645-A4814CA7FE69}"
"4441","76765","0","76766","","has synonym","is a synonym of","","","False","","{516FF5E6-4D7F-41E9-9AB4-D19BFEA06A4E}"
"4488","77058","0","77056","","is a synonym of","has synonym","","","False","","{95E85C24-D688-41AD-8DC9-7EDDC00CC10E}"
"4489","77056","0","77060","","has synonym","is a synonym of","","","False","","{F790F010-6964-4BF8-8B7C-4E583F9875F5}"
"4490","77060","0","77056","","is a synonym of","has synonym","","","False","","{76948764-2D45-4770-95A8-60DDC81052A4}"
"4491","77067","0","60004","","has synonym","is a synonym of","","","False","","{56A2F35E-7FA8-4F0D-8DBF-2EA5EED81C91}"
"4496","80384","0","77085","","is a synonym of","has synonym","","","False","","{AB3D3850-6C4A-4F96-9EB3-5D29FFFC96E7}"
"4498","80335","0","77086","","is a synonym of","has synonym","","","False","","{FE0EB8C9-6315-4C22-9EBB-7DFE975DDED9}"
"4499","77093","0","52747","","has synonym","is a synonym of","","","False","","{44643566-7942-49A8-B797-8C6D1A1EBE5A}"
"4504","77101","0","77102","","is a synonym of","has synonym","","","False","","{801E0D10-11AC-4DFF-BF7B-C43AE6179BDA}"
"4513","77164","0","77163","","has synonym","is a synonym of","","","False","","{2AD1723D-6709-4EF9-9DEE-13255C595EC8}"
"4514","77163","0","77164","","is a synonym of","has synonym","","","False","","{D0C08771-4EF4-4582-A1D3-A5751C2ECD00}"
"4533","77248","0","76524","","has synonym","is a synonym of","","","False","","{2AB2AD0B-11FA-447A-B67A-1D4528B64FFC}"
"4541","77294","0","77291","","has synonym","is a synonym of","","","False","","{704CF484-79B8-44CA-ADE1-A5A387E408A7}"
"4295","76368","0","65394","","has synonym","is a synonym of","","","False","","{8B01A51C-9A69-441A-9F39-8C143EA8207A}"
"4296","65394","0","76368","","is a synonym of","has synonym","","","False","","{BD655693-51E5-4A14-B439-943E56AA4893}"
"4297","76372","0","76385","","has synonym","is a synonym of","","","False","","{9BAE75D7-0F20-457C-803B-6D37CC77CB53}"
"4298","76385","0","76372","","is a synonym of","has synonym","","","False","","{04DFBB75-BC46-41A3-A91E-262079848E4A}"
"4299","76372","0","76386","","has synonym","is a synonym of","","","False","","{076EF3EA-E3F8-405D-BFBD-A8AA0B1962A2}"
"4304","76388","0","76372","","is a synonym of","has synonym","","","False","","{2197F28B-C02D-4078-A44D-3FC7FD287C76}"
"4305","76372","0","76390","","has synonym","is a synonym of","","","False","","{CE1818F1-708E-4181-8339-3CFBC803BF04}"
"4306","76390","0","76372","","is a synonym of","has synonym","","","False","","{2562353E-C896-480A-BC44-3BAA8321121E}"
"4307","76372","0","76391","","has synonym","is a synonym of","","","False","","{F295BB29-D55C-45E8-9289-CC9469C2EB6E}"
"4312","76393","0","76372","","is a synonym of","has synonym","","","False","","{D89F62E4-432D-4E06-B333-2B9209BBF5BE}"
"4313","76372","0","76394","","has synonym","is a synonym of","","","False","","{0AC66FB4-C1A9-4388-BFAD-B962EFE0CFD8}"
"4314","76394","0","76372","","is a synonym of","has synonym","","","False","","{B0BC472C-89DF-49D6-AE44-033636F21BF3}"
"4315","76372","0","76395","","has synonym","is a synonym of","","","False","","{3EB7E29E-B262-4F34-802C-4CB0A8B8F0D6}"
"4321","76415","0","55190","","has synonym","is a synonym of","","","False","","{F9928089-6C41-47A9-8854-E7040F6FF10A}"
"4322","55190","0","76415","","is a synonym of","has synonym","","","False","","{F8C9B449-4156-42CF-895D-F7673EA2FAA5}"
"4323","76415","0","76414","","has synonym","is a synonym of","","","False","","{DDD59382-C810-4161-95AC-D7F39B511D52}"
"4324","76414","0","76415","","is a synonym of","has synonym","","","False","","{17E0E6A8-FD11-4EE6-BBDC-C457B762D511}"
"4329","76434","0","76431","","has synonym","is a synonym of","","","False","","{4AE49578-26F7-477D-9F85-95720C614914}"
"4330","76431","0","76434","","is a synonym of","has synonym","","","False","","{FB1E21E8-03F4-4598-9D77-1F1209480032}"
"4331","76434","0","76432","","has synonym","is a synonym of","","","False","","{84592DFE-9A16-44F2-B555-1C7AAFD3A3CA}"
"4332","76432","0","76434","","is a synonym of","has synonym","","","False","","{2CCEC9E6-8082-47C5-B604-942FE01AA797}"
"4346","76474","0","76475","","is a synonym of","has synonym","","","False","","{9B7AB817-821D-4E77-B932-557D6C1DB7FF}"
"4347","76478","0","76476","","has synonym","is a synonym of","","","False","","{82E8F511-3EE0-47A9-B7C5-6F66551873DC}"
"4348","76476","0","76478","","is a synonym of","has synonym","","","False","","{E9D1451F-0A01-4566-BBAE-7B36DBBDC810}"
"4349","76482","0","76481","","has synonym","is a synonym of","","","False","","{4B06B8FC-5DEF-4C4F-800A-492C6D601F0D}"
"4354","76485","0","76486","","is a synonym of","has synonym","","","False","","{94721BB2-9560-4AAB-91B7-E9E2F1F2CA90}"
"4355","76492","0","76490","","has synonym","is a synonym of","","","False","","{F7C4CB96-C97A-40BD-BD22-7055125E55D9}"
"4356","76490","0","76492","","is a synonym of","has synonym","","","False","","{74F2DCE4-7FF6-41F8-9207-6F3D0E05A777}"
"4665","77579","0","59228","","has synonym","is a synonym of","","","False","","{7185DF22-B466-404D-979C-1F492F57A7CF}"
"4666","59228","0","77579","","is a synonym of","has synonym","","","False","","{AFC78593-5B87-420C-901C-06C1C8F9B1B6}"
"4672","77807","0","77605","","is a synonym of","has synonym","","","False","","{3E9F9CD0-A95A-4AA4-AE2D-7D4EBCD84504}"
"4675","77615","0","77616","","has synonym","is a synonym of","","","False","","{EA3D05D1-6A86-4774-9573-C49F6E5799AB}"
"4680","77562","0","77648","","is a synonym of","has synonym","","","False","","{4ED0B7F6-2AC2-4980-8524-8FA5C45D9737}"
"4681","77648","0","77564","","has synonym","is a synonym of","","","False","","{FFA8A179-EF80-45B9-87EC-217B77483024}"
"4682","77564","0","77648","","is a synonym of","has synonym","","","False","","{3DA5F789-FB93-4308-B48E-C486F0C422C3}"
"4683","77648","0","77566","","has synonym","is a synonym of","","","False","","{39682FF6-8485-457D-AD9E-E1DF724460A5}"
"4688","77682","0","77680","","is a synonym of","has synonym","","","False","","{8EA0A3D4-6EED-43F4-B472-D7B3599C9E36}"
"4689","77680","0","77684","","has synonym","is a synonym of","","","False","","{0AEE8380-1468-4E67-81D4-30B6D5315CB6}"
"4690","77684","0","77680","","is a synonym of","has synonym","","","False","","{0B4C66EF-2358-4E11-998F-666EDD10871B}"
"4691","77680","0","77685","","has synonym","is a synonym of","","","False","","{9CF4F9EA-00D2-4E92-BE8E-68243BE81BC6}"
"4705","77755","0","77756","","has synonym","is a synonym of","","","False","","{67224C00-8490-45D0-8541-A4A834DDB56F}"
"4706","77756","0","77755","","is a synonym of","has synonym","","","False","","{80E86824-1DED-46AA-8C1B-2B253EF9422F}"
"4707","77755","0","77757","","has synonym","is a synonym of","","","False","","{30DBCBD0-F71C-498A-BA1F-16508C2B615F}"
"4708","77757","0","77755","","is a synonym of","has synonym","","","False","","{A678D293-AE53-4C75-B802-E4BD71382266}"
"4713","77833","0","77834","","has synonym","is a synonym of","","","False","","{B344F7C8-5E42-4D84-B477-3C2683F34BE7}"
"4714","77834","0","77833","","is a synonym of","has synonym","","","False","","{B19A1F9A-F12C-4129-9DA6-7CDDD82C38D0}"
"4715","77882","0","77881","","has synonym","is a synonym of","","","False","","{7D6B3A6A-D2B3-4CAB-B2CE-21DC4C4D23B2}"
"4716","77881","0","77882","","is a synonym of","has synonym","","","False","","{2045A956-3A42-4C2F-9D88-845BC49FEF59}"
"4725","78048","0","78054","","has synonym","is a synonym of","","","False","","{CA4FA7F9-7870-4FFF-9B51-B7D65D47A9D1}"
"4730","78097","0","78095","","is a synonym of","has synonym","","","False","","{77445548-EBA4-4FD5-9086-0DDA2105D3A0}"
"4732","78099","0","78095","","is a synonym of","has synonym","","","False","","{21228C27-9C76-49A4-9F3F-62DE7C03A43F}"
"4738","78121","0","78119","","is a synonym of","has synonym","","","False","","{1A7FF066-0F23-4AC7-B065-2B906120A812}"
"4740","78125","0","78123","","is a synonym of","has synonym","","","False","","{06A37B99-F389-409C-8CEA-E43C3C8C2AE6}"
"4742","78127","0","78123","","is a synonym of","has synonym","","","False","","{CD9E4A45-81F8-4196-BAB7-11E862452361}"
"4748","78133","0","78123","","is a synonym of","has synonym","","","False","","{DB67F464-63E8-481F-9A21-48BB3FF3429B}"
"4750","78135","0","78123","","is a synonym of","has synonym","","","False","","{6C8AD294-571C-46C5-A289-2B1F7B3DF59E}"
"3169","69538","0","69541","","has synonym","is a synonym of","","","False","","{DBE7ECA3-B7B4-438C-8295-3E69109DA02F}"
"3170","69541","0","69538","","is a synonym of","has synonym","","","False","","{E4C88292-1D80-4891-9BDB-7966E1B973DB}"
"3171","69538","0","69542","","has synonym","is a synonym of","","","False","","{69EBF7F7-A033-414E-B033-35C8CD231436}"
"3176","69544","0","69540","","is a synonym of","has synonym","","","False","","{460AAAD2-58F6-4922-8F11-79BAEC7D5057}"
"3177","69540","0","69545","","has synonym","is a synonym of","","","False","","{54EFC4AC-B5A7-443C-9509-4E39BD2CEB0C}"
"3178","69545","0","69540","","is a synonym of","has synonym","","","False","","{67BD7815-99C5-4849-9E40-ED737AF2DC48}"
"3193","69605","0","69604","","has synonym","is a synonym of","","","False","","{DBBF4F08-050C-42F5-9DCF-E7B875468156}"
"3194","69604","0","69605","","is a synonym of","has synonym","","","False","","{770FC070-C052-4E27-AAA4-5682AB9D4FF0}"
"3195","69607","0","69608","","has synonym","is a synonym of","","","False","","{2C9B07B7-2313-4E48-BF51-AB0345FE04F6}"
"3196","69608","0","69607","","is a synonym of","has synonym","","","False","","{B8A14EC9-5DA8-457C-A6C8-6FD116730560}"
"3201","69607","0","69611","","has synonym","is a synonym of","","","False","","{9CCBA7E6-E358-4DCE-9C01-6986A53615A2}"
"3202","69611","0","69607","","is a synonym of","has synonym","","","False","","{61FB30A9-1743-4F59-B835-ABFD5A959609}"
"3203","69607","0","69612","","has synonym","is a synonym of","","","False","","{4816E182-8A1B-4ED9-AC53-3CFAC18F964E}"
"3204","69612","0","69607","","is a synonym of","has synonym","","","False","","{076104BF-92D7-4283-8D68-ADEBD970E489}"
"3209","69615","0","69620","","has synonym","is a synonym of","","","False","","{184AEDA9-FA96-4DB7-8A6E-BCF986EC2859}"
"3210","69620","0","69615","","is a synonym of","has synonym","","","False","","{7B37A7F1-2655-41E8-B5AD-22E7BF12DAFE}"
"3211","69621","0","69622","","has synonym","is a synonym of","","","False","","{78A37463-006C-477C-91C8-691F4E359FCF}"
"3212","69622","0","69621","","is a synonym of","has synonym","","","False","","{06BD26A4-8CFE-4513-A4C7-E9B12190DB90}"
"3218","69626","0","69625","","is a synonym of","has synonym","","","False","","{F0A899B0-2B46-43C4-9C22-36615F226D82}"
"3219","69631","0","69632","","has synonym","is a synonym of","","","False","","{19BAAC6F-88FF-4E7B-A76E-62CB15C547D8}"
"3220","69632","0","69631","","is a synonym of","has synonym","","","False","","{3912FB22-FFDF-4632-AA69-223A32532C57}"
"3221","69631","0","69633","","has synonym","is a synonym of","","","False","","{8DFD5948-7F1A-4BAF-B896-6895E09780BC}"
"3226","69637","0","69634","","is a synonym of","has synonym","","","False","","{8268C91F-E531-441B-9506-6427223D6271}"
"3227","69660","0","58122","","has synonym","is a synonym of","","","False","","{D8339054-5683-4060-BE38-2CAEE6D09904}"
"3228","58122","0","69660","","is a synonym of","has synonym","","","False","","{0ACB757F-01D5-4B9A-8E92-17AD22F4F5D5}"
"3229","69660","0","69661","","has synonym","is a synonym of","","","False","","{D89865DD-8895-4C57-822E-49037E05E962}"
"3234","69669","0","69668","","is a synonym of","has synonym","","","False","","{59774382-8493-487F-AC99-2683D2D61C21}"
"3235","69668","0","69670","","has synonym","is a synonym of","","","False","","{E7346461-8A28-41C0-8FDD-30F91575E80A}"
"3236","69670","0","69668","","is a synonym of","has synonym","","","False","","{87BE26B8-5B30-4784-BA90-F76C79F212A8}"
"3237","69691","0","55767","","has synonym","is a synonym of","","","False","","{78FD8AF6-255D-420D-9559-35DE5D666C94}"
"3243","69691","0","69697","","has synonym","is a synonym of","","","False","","{A4D71D81-BD19-47CA-AEBB-77FE74747934}"
"3244","69697","0","69691","","is a synonym of","has synonym","","","False","","{3063EE89-8971-44F7-A941-859334B0016E}"
"3245","69691","0","69700","","has synonym","is a synonym of","","","False","","{33E6F6FA-A845-450F-952C-C0760C8CC0B9}"
"3246","69700","0","69691","","is a synonym of","has synonym","","","False","","{BE705D34-7129-4AC8-B6D6-2CBD6D95F6D4}"
"3259","69715","0","69717","","has synonym","is a synonym of","","","False","","{1D6C32F8-3D16-4B00-BF80-1B951868D73D}"
"3260","69717","0","69715","","is a synonym of","has synonym","","","False","","{FEBC1D26-E330-40DA-B93D-B159BFD77444}"
"3261","69715","0","69718","","has synonym","is a synonym of","","","False","","{BA7E7B72-B9E3-41AF-B46C-C0CC028B4447}"
"3262","69718","0","69715","","is a synonym of","has synonym","","","False","","{207638E6-676C-4A37-87F7-6936E0BC0D31}"
"3263","69715","0","69719","","has synonym","is a synonym of","","","False","","{28A83E68-FAA2-4798-AC0B-B68583D86D23}"
"3268","69721","0","69715","","is a synonym of","has synonym","","","False","","{2193C02C-5FFC-4CFC-A09D-653B96D7C464}"
"3269","69715","0","69722","","has synonym","is a synonym of","","","False","","{2D593217-C7BC-4D6A-9E00-DBF78BAECAE8}"
"3270","69722","0","69715","","is a synonym of","has synonym","","","False","","{5E61357B-8E0D-4EA1-9149-9297D7A0AF70}"
"3277","69745","0","52150","","has synonym","is a synonym of","","","False","","{91A539C4-4F20-4906-82C5-AE2C8A14F225}"
"3279","69745","0","69749","","has synonym","is a synonym of","","","False","","{4B434B85-F6E6-4009-9685-A530250484D6}"
"3311","69786","0","69787","","has synonym","is a synonym of","","","False","","{84078FB9-D4C1-4B4C-991F-47B535143FF5}"
"3312","69787","0","69786","","is a synonym of","has synonym","","","False","","{85452715-4AA0-45CA-84C2-D4BFA5FE5666}"
"3313","69786","0","69788","","has synonym","is a synonym of","","","False","","{A458C48E-8BC2-44C2-8740-54BD368B24D8}"
"3351","69844","0","69845","","has synonym","is a synonym of","","","False","","{BA26DAE0-CC8D-4FC0-9732-6D659461210B}"
"3352","69845","0","69844","","is a synonym of","has synonym","","","False","","{37A72837-FA1E-44B2-8861-2B5F0AD9FE53}"
"3360","69876","0","69875","","is a synonym of","has synonym","","","False","","{EC7836C1-F644-4FD3-9375-8756A1BF306B}"
"3361","69875","0","69877","","has synonym","is a synonym of","","","False","","{BE3BEA16-FDAE-4803-ACF0-43A3EB44E96F}"
"3362","69877","0","69875","","is a synonym of","has synonym","","","False","","{7094DBFF-E36D-41C1-91C4-420766B55F3C}"
"3363","69878","0","69880","","has synonym","is a synonym of","","","False","","{45676E16-0095-48F6-A028-DF145D3DE66E}"
"3368","69894","0","69891","","is a synonym of","has synonym","","","False","","{12FC7725-6748-4CBC-AD95-FB1CC2CB3864}"
"3369","69903","0","69904","","has synonym","is a synonym of","","","False","","{089636DA-B2B8-4632-8F63-D066B0C8604A}"
"3370","69904","0","69903","","is a synonym of","has synonym","","","False","","{ADDD18F1-F824-415B-9C3C-54B8748F93DB}"
"3371","69903","0","69905","","has synonym","is a synonym of","","","False","","{E0CDFE90-4CF0-4C37-9CB9-B67839CAF2CE}"
"3377","69974","0","53037","","has synonym","is a synonym of","","","False","","{306CAF19-3138-4CCF-80D5-9CCF42C7595F}"
"3378","53037","0","69974","","is a synonym of","has synonym","","","False","","{3DA5CE84-24A0-406C-9C59-BCB053DBDD48}"
"3379","69974","0","69984","","has synonym","is a synonym of","","","False","","{8AC6B20E-08CD-414A-945A-B74B04758B19}"
"3385","69974","0","69987","","has synonym","is a synonym of","","","False","","{966472E4-C6CE-4421-9480-99CFF5ECA0A4}"
"3386","69987","0","69974","","is a synonym of","has synonym","","","False","","{72F8BCFA-97CC-40A6-9F0A-43F2902C08E4}"
"5488","96542","0","84096","","is a synonym of","has synonym","","","False","","{83F7185E-ED2E-4FC2-A166-624D92A45F3C}"
"5489","84096","0","96543","","has synonym","is a synonym of","","","False","","{71EAEEA5-E0EB-4B91-ADEE-3B53A5BCEDC7}"
"5495","84096","0","96546","","has synonym","is a synonym of","","","False","","{30591E71-C2E8-4172-A3D8-5A024C826AFF}"
"5496","96546","0","84096","","is a synonym of","has synonym","","","False","","{22AA0718-5763-42EC-9F3F-8E44D1D73250}"
"5497","84096","0","96547","","has synonym","is a synonym of","","","False","","{39B8FF5B-9926-49F1-ABA4-1E0B2D8F966A}"
"5521","84244","0","96944","","has synonym","is a synonym of","","","False","","{FCBAE710-043F-4FE8-BF11-3D480E04E824}"
"5522","96944","0","84244","","is a synonym of","has synonym","","","False","","{C6C6CB45-7CA4-44E6-85D2-43DA430A2EE6}"
"5523","84244","0","96945","","has synonym","is a synonym of","","","False","","{273AA742-FDB6-49BC-A4DF-656B108460DC}"
"5539","84395","0","90666","","has synonym","is a synonym of","","","False","","{775ED5C0-9756-4268-B851-B0892FF0DCF4}"
"5540","90666","0","84395","","is a synonym of","has synonym","","","False","","{6C00A1D1-505C-4045-AA9D-2246AF7CE464}"
"4167","75637","0","75638","","has synonym","is a synonym of","","","False","","{EB4B8462-2BA6-48F2-8F03-48C1A04E1924}"
"4168","75638","0","75637","","is a synonym of","has synonym","","","False","","{A5CFA55B-8FF2-42AA-B0DD-6B98719BA8C9}"
"4169","75637","0","75640","","has synonym","is a synonym of","","","False","","{EACD2843-D7B0-4507-86FA-94955D8C38F1}"
"4191","75751","0","68825","","has synonym","is a synonym of","","","False","","{09D083ED-BE0D-419B-955C-8395A00D87D3}"
"4192","68825","0","75751","","is a synonym of","has synonym","","","False","","{C022C48A-1956-4BB7-ACC7-CB3CA194FD51}"
"4193","75754","0","62995","","has synonym","is a synonym of","","","False","","{ADC2157A-7A7D-4B3C-BE25-FAEF5D79DA5D}"
"4194","62995","0","75754","","is a synonym of","has synonym","","","False","","{DC682F34-4BDB-4613-ACB5-84F764BA6E3B}"
"4200","59375","0","75782","","is a synonym of","has synonym","","","False","","{E5B37B63-0EBC-464D-8F80-4153C7D81F4B}"
"4201","75783","0","59849","","has synonym","is a synonym of","","","False","","{E8377D10-C35C-468A-B7EA-D1585274C482}"
"4202","59849","0","75783","","is a synonym of","has synonym","","","False","","{FD77C7A6-DA29-4461-AE1B-4D0466DACC7E}"
"4208","57502","0","75853","","is a synonym of","has synonym","","","False","","{6E279181-74D8-440B-9C62-AD8EC27DDEA0}"
"4209","75870","0","56295","","has synonym","is a synonym of","","","False","","{C6C4F060-735A-4864-BBD2-7238726763C4}"
"4210","56295","0","75870","","is a synonym of","has synonym","","","False","","{D4C9087D-76D0-47C1-BA87-A742132578F3}"
"4211","75873","0","76681","","has synonym","is a synonym of","","","False","","{96760D4E-FE9D-4D8E-AA7A-C5A724E3C573}"
"4216","59261","0","75901","","is a synonym of","has synonym","","","False","","{AEC58059-510E-4823-AC1E-97A0BB8B7274}"
"4217","75917","0","59564","","has synonym","is a synonym of","","","False","","{C4EE5975-C790-4B3A-B8F5-E69635803803}"
"4218","59564","0","75917","","is a synonym of","has synonym","","","False","","{6D93E935-0892-4CE8-A31F-24DD2E3640C9}"
"4219","75974","0","59629","","has synonym","is a synonym of","","","False","","{A33ABBC4-3316-4A4F-8704-6DD1AC476A2E}"
"4227","76095","0","79915","","has synonym","is a synonym of","","","False","","{906E6F99-8C39-4308-81C6-C0C5657DB1B2}"
"4228","79915","0","76095","","is a synonym of","has synonym","","","False","","{592DA537-5954-490F-9EFE-455FEC7483AB}"
"4233","76113","0","76112","","has synonym","is a synonym of","","","False","","{654BF218-7E1B-4874-BB0C-836EEF99EC16}"
"4234","76112","0","76113","","is a synonym of","has synonym","","","False","","{B6C5D70C-AFBE-4D28-854D-0159106436CF}"
"4236","80301","0","76116","","is a synonym of","has synonym","","","False","","{1F86D30D-FFCF-4B1C-82D5-65EC18A04A76}"
"4241","76137","0","76236","","has synonym","is a synonym of","","","False","","{21F9AC9C-C5AA-4A5E-AEC6-6343A92F0841}"
"4242","76236","0","76137","","is a synonym of","has synonym","","","False","","{97472B38-249B-456E-8EE9-70199DAA92EF}"
"4243","76210","0","80742","","has synonym","is a synonym of","","","False","","{9B41EF30-79C7-43CD-AE66-6F4E6C1AC459}"
"4244","80742","0","76210","","is a synonym of","has synonym","","","False","","{B9D0CEFE-24B1-442E-96BF-3ADBA5E667F6}"
"4258","54665","0","76289","","is a synonym of","has synonym","","","False","","{3BF149B2-8EEB-4AEF-90A8-6C657A55B74A}"
"4259","76289","0","76290","","has synonym","is a synonym of","","","False","","{6FF41639-1A32-41C4-A0CB-911685E2C602}"
"4260","76290","0","76289","","is a synonym of","has synonym","","","False","","{FEF7E86F-30F8-47BC-B438-9361D4B8CC3D}"
